grp in,advid,count(),SQ,JDQ,full-conversion,billing-conversion
dplugin_theseus_iq_utility0,25639720,2,1,1,1,0
dplugin_theseus_iq_utility0,25639722,6,1,1,1,0
dplugin_theseus_iq_utility1,25639723,1,0,1,1,0
dplugin_theseus_iq_utility1,25639724,1,0,1,1,0
dplugin_theseus_iq_utility1,25639727,3,0,1,1,1
dplugin_theseus_iq_utility2,25639732,14,1,0,1,1
dplugin_theseus_iq_utility3,25639736,3,0,0,0,0
dplugin_theseus_iq_utility2,25639738,1,1,0,1,0
dplugin_theseus_iq_utility0,25639740,3,1,1,1,1
dplugin_theseus_iq_utility0,25639745,14,1,1,1,0
dplugin_theseus_iq_utility2,25639749,38,1,0,1,0
dplugin_theseus_iq_utility2,25639751,18,1,0,1,1
dplugin_theseus_iq_utility2,25639773,4,1,0,1,0
dplugin_theseus_iq_utility0,25639774,119,1,1,1,0
dplugin_theseus_iq_utility1,25639783,1,0,1,1,0
dplugin_theseus_iq_utility2,25639791,1,1,0,1,1
dplugin_theseus_iq_utility2,25639812,10,1,0,1,1
dplugin_theseus_iq_utility1,25639835,1,0,1,1,0
dplugin_theseus_iq_utility3,25639841,9,0,0,1,0
dplugin_theseus_iq_utility0,25639849,30,1,1,1,1
dplugin_theseus_iq_utility0,25639851,19,1,1,1,1
dplugin_theseus_iq_utility2,25639861,5,1,0,1,0
dplugin_theseus_iq_utility3,25639864,7,0,0,1,1
dplugin_theseus_iq_utility1,25639875,2,0,1,1,0
dplugin_theseus_iq_utility2,25639877,11,1,0,1,1
dplugin_theseus_iq_utility1,25639882,1,0,1,1,0
dplugin_theseus_iq_utility2,25639886,2,1,0,1,1
dplugin_theseus_iq_utility2,25639893,1,1,0,0,0
dplugin_theseus_iq_utility2,25639896,3,1,0,1,0
dplugin_theseus_iq_utility0,25639906,11,1,1,1,0
dplugin_theseus_iq_utility1,25639909,1,0,1,1,0
dplugin_theseus_iq_utility3,25639912,1,0,0,1,0
dplugin_theseus_iq_utility2,25639916,4,1,0,1,0
dplugin_theseus_iq_utility3,25639917,1,0,0,1,0
dplugin_theseus_iq_utility0,25639919,2,1,1,0,1
dplugin_theseus_iq_utility2,25639920,3,1,0,1,0
dplugin_theseus_iq_utility0,25639924,5,1,1,1,0
dplugin_theseus_iq_utility2,25639930,16,1,0,1,0
dplugin_theseus_iq_utility0,25639943,96,1,1,1,0
dplugin_theseus_iq_utility2,25639955,12,1,0,1,0
dplugin_theseus_iq_utility0,25639969,1,1,1,0,0
dplugin_theseus_iq_utility1,25639970,6,0,1,1,1
dplugin_theseus_iq_utility1,25639981,5,0,1,1,0
dplugin_theseus_iq_utility0,25639991,2,1,1,1,0
dplugin_theseus_iq_utility3,25639999,3,0,0,1,0
dplugin_theseus_iq_utility3,25640002,3,0,0,1,1
dplugin_theseus_iq_utility0,25640004,1890,1,1,1,0
dplugin_theseus_iq_utility1,25640008,1,0,1,1,0
dplugin_theseus_iq_utility2,25640010,5,1,0,1,1
dplugin_theseus_iq_utility1,25640028,6,0,1,1,1
dplugin_theseus_iq_utility0,25640029,3,1,1,1,0
dplugin_theseus_iq_utility3,25640044,13,0,0,1,0
dplugin_theseus_iq_utility0,25640047,1,1,1,1,0
dplugin_theseus_iq_utility3,25640062,7,0,0,1,0
dplugin_theseus_iq_utility3,25640072,2,0,0,1,0
dplugin_theseus_iq_utility0,25640074,7,1,1,1,0
dplugin_theseus_iq_utility2,25640080,19,1,0,1,0
dplugin_theseus_iq_utility0,25640081,4,1,1,1,0
dplugin_theseus_iq_utility1,25640083,1,0,1,1,1
dplugin_theseus_iq_utility2,25640088,1,1,0,1,0
dplugin_theseus_iq_utility0,25640097,1,1,1,1,0
dplugin_theseus_iq_utility0,25640106,8,1,1,1,0
dplugin_theseus_iq_utility3,25640108,2,0,0,1,1
dplugin_theseus_iq_utility1,25640116,2,0,1,1,1
dplugin_theseus_iq_utility2,25640117,3,1,0,1,0
dplugin_theseus_iq_utility1,25640119,4,0,1,1,0
dplugin_theseus_iq_utility2,25640124,19,1,0,1,0
dplugin_theseus_iq_utility3,25640128,1,0,0,1,0
dplugin_theseus_iq_utility0,25640133,1,1,1,0,0
dplugin_theseus_iq_utility3,25640144,6,0,0,1,0
dplugin_theseus_iq_utility1,25640146,7,0,1,1,0
dplugin_theseus_iq_utility2,25640157,14,1,0,1,0
dplugin_theseus_iq_utility2,25640166,5,1,0,1,0
dplugin_theseus_iq_utility0,25640169,2,1,1,0,0
dplugin_theseus_iq_utility1,25640178,10,0,1,1,0
dplugin_theseus_iq_utility1,25640179,5,0,1,1,0
dplugin_theseus_iq_utility1,25640181,1,0,1,1,0
dplugin_theseus_iq_utility0,25640188,34,1,1,1,1
dplugin_theseus_iq_utility1,25640189,5,0,1,1,0
dplugin_theseus_iq_utility0,25640196,4,1,1,1,0
dplugin_theseus_iq_utility2,25640200,2,1,0,1,0
dplugin_theseus_iq_utility1,25640205,3,0,1,1,0
dplugin_theseus_iq_utility3,25640208,1,0,0,1,1
dplugin_theseus_iq_utility3,25640221,7,0,0,1,1
dplugin_theseus_iq_utility1,25640222,9,0,1,1,1
dplugin_theseus_iq_utility2,25640238,5,1,0,0,0
dplugin_theseus_iq_utility0,25640241,5,1,1,1,1
dplugin_theseus_iq_utility3,25640242,6,0,0,1,1
dplugin_theseus_iq_utility3,25640243,3,0,0,1,1
dplugin_theseus_iq_utility2,25640248,17,1,0,1,0
dplugin_theseus_iq_utility3,25640258,1,0,0,1,1
dplugin_theseus_iq_utility3,25640259,1,0,0,0,0
dplugin_theseus_iq_utility2,25640263,10,1,0,1,0
dplugin_theseus_iq_utility3,25640273,18,0,0,1,0
dplugin_theseus_iq_utility3,25640278,1,0,0,1,0
dplugin_theseus_iq_utility2,25640291,3,1,0,1,0
dplugin_theseus_iq_utility3,25640294,4,0,0,1,0
dplugin_theseus_iq_utility3,25640300,4,0,0,1,0
dplugin_theseus_iq_utility2,25640307,7,1,0,0,0
dplugin_theseus_iq_utility2,25640308,4,1,0,1,0
dplugin_theseus_iq_utility2,25640315,2,1,0,1,0
dplugin_theseus_iq_utility1,25640319,1,0,1,1,0
dplugin_theseus_iq_utility1,25640327,4,0,1,1,0
dplugin_theseus_iq_utility3,25640330,9,0,0,1,0
dplugin_theseus_iq_utility3,25640345,1,0,0,1,0
dplugin_theseus_iq_utility3,25640347,10,0,0,1,1
dplugin_theseus_iq_utility2,25640353,1,1,0,1,0
dplugin_theseus_iq_utility3,25640360,2,0,0,1,0
dplugin_theseus_iq_utility2,25640362,2,1,0,1,0
dplugin_theseus_iq_utility0,25640365,5,1,1,0,0
dplugin_theseus_iq_utility3,25640371,4,0,0,1,0
dplugin_theseus_iq_utility1,25640382,1,0,1,1,0
dplugin_theseus_iq_utility3,25640386,3,0,0,1,0
dplugin_theseus_iq_utility3,25640391,3,0,0,1,0
dplugin_theseus_iq_utility2,25640392,48,1,0,1,1
dplugin_theseus_iq_utility2,25640408,2,1,0,1,0
dplugin_theseus_iq_utility0,25640421,5,1,1,1,1
dplugin_theseus_iq_utility1,25640424,2,0,1,1,0
dplugin_theseus_iq_utility3,25640427,2,0,0,1,0
dplugin_theseus_iq_utility1,25640434,12,0,1,1,0
dplugin_theseus_iq_utility3,25640437,2,0,0,1,0
dplugin_theseus_iq_utility0,25640444,1,1,1,1,0
dplugin_theseus_iq_utility0,25640445,8,1,1,1,1
dplugin_theseus_iq_utility3,25640462,4,0,0,1,0
dplugin_theseus_iq_utility1,25640464,17,0,1,1,1
dplugin_theseus_iq_utility3,25640479,3,0,0,1,0
dplugin_theseus_iq_utility0,25640480,2,1,1,1,0
dplugin_theseus_iq_utility2,25640486,1,1,0,1,0
dplugin_theseus_iq_utility2,25640500,13,1,0,0,0
dplugin_theseus_iq_utility0,25640505,2,1,1,1,1
dplugin_theseus_iq_utility1,25640516,1,0,1,1,1
dplugin_theseus_iq_utility0,25640517,2,1,1,0,0
dplugin_theseus_iq_utility0,25640519,6,1,1,1,0
dplugin_theseus_iq_utility2,25640526,11,1,0,1,0
dplugin_theseus_iq_utility3,25640528,15,0,0,1,0
dplugin_theseus_iq_utility1,25640529,2,0,1,1,0
dplugin_theseus_iq_utility1,25640537,1,0,1,1,0
dplugin_theseus_iq_utility2,25640541,1,1,0,0,0
dplugin_theseus_iq_utility3,25640546,1,0,0,1,0
dplugin_theseus_iq_utility1,25640550,10,0,1,1,1
dplugin_theseus_iq_utility1,25640554,24,0,1,1,0
dplugin_theseus_iq_utility2,25640557,2,1,0,1,0
dplugin_theseus_iq_utility1,25640561,63,0,1,1,0
dplugin_theseus_iq_utility1,25640562,5,0,1,1,0
dplugin_theseus_iq_utility2,25640572,3,1,0,1,0
dplugin_theseus_iq_utility3,25640593,1,0,0,1,0
dplugin_theseus_iq_utility2,25640595,4,1,0,0,1
dplugin_theseus_iq_utility1,25640602,2,0,1,1,0
dplugin_theseus_iq_utility0,25640605,1,1,1,1,0
dplugin_theseus_iq_utility2,25640609,5,1,0,1,0
dplugin_theseus_iq_utility0,25640618,3,1,1,1,0
dplugin_theseus_iq_utility0,25640630,1,1,1,1,0
dplugin_theseus_iq_utility0,25640634,6,1,1,1,1
dplugin_theseus_iq_utility2,25640639,13,1,0,1,0
dplugin_theseus_iq_utility1,25640641,1,0,1,0,0
dplugin_theseus_iq_utility0,25640645,10,1,1,1,0
dplugin_theseus_iq_utility2,25640652,10,1,0,1,0
dplugin_theseus_iq_utility1,25640659,5,0,1,1,0
dplugin_theseus_iq_utility1,25640660,2,0,1,1,0
dplugin_theseus_iq_utility3,25640663,1,0,0,1,0
dplugin_theseus_iq_utility0,25640667,1,1,1,1,0
dplugin_theseus_iq_utility2,25640674,1,1,0,1,0
dplugin_theseus_iq_utility3,25640680,2,0,0,1,1
dplugin_theseus_iq_utility3,25640689,8,0,0,1,0
dplugin_theseus_iq_utility3,25640694,1,0,0,1,0
dplugin_theseus_iq_utility3,25640697,5,0,0,1,0
dplugin_theseus_iq_utility3,25640705,12,0,0,1,1
dplugin_theseus_iq_utility3,25640708,5,0,0,1,0
dplugin_theseus_iq_utility0,25640711,2,1,1,1,0
dplugin_theseus_iq_utility3,25640717,18,0,0,1,1
dplugin_theseus_iq_utility3,25640723,1,0,0,1,0
dplugin_theseus_iq_utility3,25640726,20,0,0,1,0
dplugin_theseus_iq_utility1,25640727,1,0,1,1,1
dplugin_theseus_iq_utility0,25640730,1,1,1,1,0
dplugin_theseus_iq_utility0,25640731,1,1,1,1,0
dplugin_theseus_iq_utility0,25640734,7,1,1,1,1
dplugin_theseus_iq_utility3,25640735,5,0,0,1,0
dplugin_theseus_iq_utility0,25640736,3,1,1,1,0
dplugin_theseus_iq_utility3,25640738,18,0,0,1,1
dplugin_theseus_iq_utility0,25640745,4,1,1,1,0
dplugin_theseus_iq_utility1,25640755,4,0,1,0,0
dplugin_theseus_iq_utility1,25640759,2,0,1,1,0
dplugin_theseus_iq_utility0,25640760,2,1,1,1,0
dplugin_theseus_iq_utility3,25640761,2,0,0,1,0
dplugin_theseus_iq_utility3,25640771,1,0,0,1,0
dplugin_theseus_iq_utility3,25640773,3,0,0,1,1
dplugin_theseus_iq_utility2,25640782,2,1,0,1,0
dplugin_theseus_iq_utility1,25640785,6,0,1,1,0
dplugin_theseus_iq_utility3,25640789,2,0,0,1,0
dplugin_theseus_iq_utility3,25640791,9,0,0,1,0
dplugin_theseus_iq_utility2,25640816,4,1,0,1,0
dplugin_theseus_iq_utility1,25640825,6,0,1,0,0
dplugin_theseus_iq_utility1,25640827,2,0,1,1,0
dplugin_theseus_iq_utility3,25640836,1,0,0,1,0
dplugin_theseus_iq_utility2,25640839,1,1,0,0,0
dplugin_theseus_iq_utility2,25640846,3,1,0,1,1
dplugin_theseus_iq_utility2,25640856,24,1,0,1,0
dplugin_theseus_iq_utility0,25640867,3,1,1,1,0
dplugin_theseus_iq_utility1,25640870,4,0,1,1,0
dplugin_theseus_iq_utility0,25640882,2,1,1,1,0
dplugin_theseus_iq_utility3,25640883,2,0,0,1,0
dplugin_theseus_iq_utility2,25640884,1,1,0,1,0
dplugin_theseus_iq_utility1,25640895,42,0,1,1,0
dplugin_theseus_iq_utility2,25640897,17,1,0,1,1
dplugin_theseus_iq_utility2,25640898,1,1,0,1,0
dplugin_theseus_iq_utility3,25640908,9,0,0,1,0
dplugin_theseus_iq_utility2,25640916,10,1,0,1,0
dplugin_theseus_iq_utility1,25640921,4,0,1,1,1
dplugin_theseus_iq_utility0,25640943,1,1,1,1,0
dplugin_theseus_iq_utility0,25640948,8,1,1,0,0
dplugin_theseus_iq_utility0,25640952,3,1,1,1,1
dplugin_theseus_iq_utility3,25640955,3,0,0,0,0
dplugin_theseus_iq_utility0,25640960,57,1,1,1,0
dplugin_theseus_iq_utility2,25640963,6,1,0,1,1
dplugin_theseus_iq_utility1,25640967,5,0,1,1,0
dplugin_theseus_iq_utility3,25640969,6,0,0,0,1
dplugin_theseus_iq_utility0,25640973,3,1,1,1,0
dplugin_theseus_iq_utility1,25640978,1,0,1,1,0
dplugin_theseus_iq_utility0,25640979,12,1,1,1,0
dplugin_theseus_iq_utility3,25641000,5,0,0,1,1
dplugin_theseus_iq_utility0,25641002,6,1,1,1,0
dplugin_theseus_iq_utility1,25641005,1,0,1,1,0
dplugin_theseus_iq_utility2,25641006,2,1,0,1,1
dplugin_theseus_iq_utility1,25641011,16,0,1,1,1
dplugin_theseus_iq_utility0,25641014,1,1,1,1,0
dplugin_theseus_iq_utility0,25641016,1,1,1,1,0
dplugin_theseus_iq_utility1,25641024,2,0,1,1,0
dplugin_theseus_iq_utility1,25641029,2,0,1,1,0
dplugin_theseus_iq_utility0,25641032,44,1,1,1,0
dplugin_theseus_iq_utility2,25641033,4,1,0,1,1
dplugin_theseus_iq_utility2,25641036,1,1,0,0,0
dplugin_theseus_iq_utility2,25641039,10,1,0,1,0
dplugin_theseus_iq_utility0,25641043,1,1,1,1,1
dplugin_theseus_iq_utility1,25641049,1,0,1,1,0
dplugin_theseus_iq_utility1,25641059,2,0,1,1,0
dplugin_theseus_iq_utility2,25641061,1,1,0,1,0
dplugin_theseus_iq_utility1,25641064,2,0,1,1,0
dplugin_theseus_iq_utility0,25641065,2,1,1,1,1
dplugin_theseus_iq_utility2,25641072,1,1,0,1,0
dplugin_theseus_iq_utility1,25641080,1,0,1,1,0
dplugin_theseus_iq_utility0,25641086,1,1,1,1,0
dplugin_theseus_iq_utility3,25641102,1,0,0,1,0
dplugin_theseus_iq_utility3,25641106,85,0,0,1,0
dplugin_theseus_iq_utility1,25641113,3,0,1,1,1
dplugin_theseus_iq_utility0,25641117,3,1,1,1,0
dplugin_theseus_iq_utility0,25641121,1,1,1,1,0
dplugin_theseus_iq_utility3,25641122,2,0,0,1,0
dplugin_theseus_iq_utility2,25641130,4,1,0,1,0
dplugin_theseus_iq_utility3,25641135,2,0,0,1,0
dplugin_theseus_iq_utility0,25641139,6,1,1,1,0
dplugin_theseus_iq_utility2,25641143,6,1,0,1,1
dplugin_theseus_iq_utility0,25641152,2,1,1,1,0
dplugin_theseus_iq_utility2,25641154,46,1,0,1,0
dplugin_theseus_iq_utility3,25641172,14,0,0,1,1
dplugin_theseus_iq_utility1,25641173,1,0,1,1,0
dplugin_theseus_iq_utility1,25641182,2,0,1,1,0
dplugin_theseus_iq_utility2,25641185,10,1,0,1,1
dplugin_theseus_iq_utility2,25641201,5,1,0,1,0
dplugin_theseus_iq_utility1,25641202,3,0,1,1,0
dplugin_theseus_iq_utility1,25641204,11,0,1,1,1
dplugin_theseus_iq_utility2,25641207,1,1,0,1,0
dplugin_theseus_iq_utility0,25641212,2,1,1,1,0
dplugin_theseus_iq_utility0,25641230,269,1,1,1,0
dplugin_theseus_iq_utility3,25641231,2,0,0,1,0
dplugin_theseus_iq_utility1,25641254,1,0,1,1,0
dplugin_theseus_iq_utility3,25641255,1,0,0,0,0
dplugin_theseus_iq_utility2,25641259,5,1,0,1,0
dplugin_theseus_iq_utility3,25641260,12,0,0,1,0
dplugin_theseus_iq_utility2,25641262,5,1,0,1,0
dplugin_theseus_iq_utility3,25641264,2,0,0,1,0
dplugin_theseus_iq_utility1,25641266,8,0,1,1,0
dplugin_theseus_iq_utility3,25641267,8,0,0,1,1
dplugin_theseus_iq_utility1,25641268,8,0,1,1,0
dplugin_theseus_iq_utility2,25641270,1,1,0,1,0
dplugin_theseus_iq_utility3,25641279,13,0,0,1,0
dplugin_theseus_iq_utility1,25641285,2,0,1,1,0
dplugin_theseus_iq_utility2,25641299,19,1,0,1,0
dplugin_theseus_iq_utility3,25641312,2,0,0,1,0
dplugin_theseus_iq_utility1,25641341,1,0,1,1,0
dplugin_theseus_iq_utility0,25641350,2,1,1,0,0
dplugin_theseus_iq_utility1,25641371,4,0,1,1,0
dplugin_theseus_iq_utility1,25641379,5,0,1,1,0
dplugin_theseus_iq_utility3,25641384,1,0,0,1,1
dplugin_theseus_iq_utility3,25641387,16,0,0,1,0
dplugin_theseus_iq_utility0,25641396,1,1,1,0,0
dplugin_theseus_iq_utility1,25641400,1,0,1,1,0
dplugin_theseus_iq_utility1,25641402,1,0,1,1,0
dplugin_theseus_iq_utility0,25641413,7,1,1,1,0
dplugin_theseus_iq_utility2,25641422,1,1,0,1,0
dplugin_theseus_iq_utility3,25641427,6,0,0,1,1
dplugin_theseus_iq_utility2,25641428,8,1,0,1,0
dplugin_theseus_iq_utility2,25641431,5,1,0,1,1
dplugin_theseus_iq_utility2,25641459,4,1,0,1,1
dplugin_theseus_iq_utility3,25641463,3,0,0,1,1
dplugin_theseus_iq_utility2,25641467,2,1,0,1,1
dplugin_theseus_iq_utility3,25641480,1,0,0,0,0
dplugin_theseus_iq_utility3,25641481,5,0,0,1,0
dplugin_theseus_iq_utility3,25641482,4,0,0,1,0
dplugin_theseus_iq_utility0,25641489,14,1,1,1,0
dplugin_theseus_iq_utility0,25641491,50,1,1,1,0
dplugin_theseus_iq_utility0,25641504,2,1,1,1,0
dplugin_theseus_iq_utility1,25641507,2,0,1,1,0
dplugin_theseus_iq_utility1,25641510,40,0,1,1,1
dplugin_theseus_iq_utility0,25641511,6,1,1,1,0
dplugin_theseus_iq_utility1,25641515,2,0,1,1,0
dplugin_theseus_iq_utility2,25641519,1,1,0,1,1
dplugin_theseus_iq_utility3,25641533,1,0,0,1,0
dplugin_theseus_iq_utility3,25641534,5,0,0,1,1
dplugin_theseus_iq_utility3,25641535,3,0,0,1,0
dplugin_theseus_iq_utility2,25641536,7,1,0,1,0
dplugin_theseus_iq_utility1,25641537,4,0,1,1,0
dplugin_theseus_iq_utility3,25641548,4,0,0,1,1
dplugin_theseus_iq_utility1,25641556,3,0,1,1,1
dplugin_theseus_iq_utility3,25641558,11,0,0,1,0
dplugin_theseus_iq_utility0,25641562,9,1,1,1,0
dplugin_theseus_iq_utility3,25641569,5,0,0,1,0
dplugin_theseus_iq_utility3,25641571,5,0,0,1,0
dplugin_theseus_iq_utility1,25641583,3,0,1,1,1
dplugin_theseus_iq_utility1,25641584,3,0,1,1,0
dplugin_theseus_iq_utility2,25641590,4,1,0,1,0
dplugin_theseus_iq_utility1,25641597,5,0,1,1,1
dplugin_theseus_iq_utility0,25641598,1,1,1,1,0
dplugin_theseus_iq_utility1,25641603,8,0,1,1,0
dplugin_theseus_iq_utility2,25641617,1,1,0,1,1
dplugin_theseus_iq_utility3,25641621,6,0,0,1,1
dplugin_theseus_iq_utility3,25641627,7,0,0,1,1
dplugin_theseus_iq_utility0,25641629,2,1,1,1,0
dplugin_theseus_iq_utility3,25641639,3,0,0,1,1
dplugin_theseus_iq_utility2,25641647,3,1,0,1,1
dplugin_theseus_iq_utility1,25641660,1,0,1,1,0
dplugin_theseus_iq_utility2,25641661,1,1,0,1,0
dplugin_theseus_iq_utility1,25641668,3,0,1,1,0
dplugin_theseus_iq_utility2,25641673,1,1,0,1,0
dplugin_theseus_iq_utility0,25641686,13,1,1,1,1
dplugin_theseus_iq_utility3,25641692,4,0,0,1,1
dplugin_theseus_iq_utility1,25641711,6,0,1,1,0
dplugin_theseus_iq_utility3,25641713,4,0,0,1,0
dplugin_theseus_iq_utility0,25641717,4,1,1,1,0
dplugin_theseus_iq_utility2,25641720,1,1,0,1,0
dplugin_theseus_iq_utility2,25641729,3,1,0,1,0
dplugin_theseus_iq_utility0,25641737,29,1,1,1,0
dplugin_theseus_iq_utility1,25641748,6,0,1,1,1
dplugin_theseus_iq_utility0,25641754,9,1,1,1,1
dplugin_theseus_iq_utility3,25641756,1,0,0,1,0
dplugin_theseus_iq_utility2,25641757,1,1,0,1,0
dplugin_theseus_iq_utility1,25641767,1,0,1,1,1
dplugin_theseus_iq_utility1,25641781,3,0,1,1,0
dplugin_theseus_iq_utility1,25641784,1,0,1,1,0
dplugin_theseus_iq_utility2,25641786,11,1,0,1,0
dplugin_theseus_iq_utility2,25641792,3,1,0,1,1
dplugin_theseus_iq_utility1,25641793,2,0,1,1,0
dplugin_theseus_iq_utility3,25641796,19,0,0,1,0
dplugin_theseus_iq_utility0,25641799,7,1,1,1,0
dplugin_theseus_iq_utility3,25641803,4,0,0,1,0
dplugin_theseus_iq_utility2,25641808,4,1,0,1,1
dplugin_theseus_iq_utility1,25641812,4,0,1,1,0
dplugin_theseus_iq_utility0,25641814,4,1,1,1,0
dplugin_theseus_iq_utility3,25641815,2,0,0,1,0
dplugin_theseus_iq_utility1,25641817,23,0,1,1,0
dplugin_theseus_iq_utility0,25641827,1,1,1,1,0
dplugin_theseus_iq_utility0,25641828,26,1,1,1,0
dplugin_theseus_iq_utility3,25641831,1,0,0,1,0
dplugin_theseus_iq_utility0,25641832,19,1,1,1,1
dplugin_theseus_iq_utility3,25641838,4,0,0,1,0
dplugin_theseus_iq_utility2,25641843,17,1,0,1,1
dplugin_theseus_iq_utility0,25641849,6,1,1,1,0
dplugin_theseus_iq_utility0,25641852,8,1,1,1,0
dplugin_theseus_iq_utility2,25641861,1,1,0,1,0
dplugin_theseus_iq_utility0,25641864,2,1,1,1,0
dplugin_theseus_iq_utility1,25641867,2,0,1,1,0
dplugin_theseus_iq_utility3,25641868,1,0,0,1,0
dplugin_theseus_iq_utility2,25641869,193,1,0,1,0
dplugin_theseus_iq_utility3,25641872,6,0,0,1,1
dplugin_theseus_iq_utility3,25641873,5,0,0,1,0
dplugin_theseus_iq_utility1,25641879,3,0,1,1,0
dplugin_theseus_iq_utility3,25641882,1,0,0,1,0
dplugin_theseus_iq_utility1,25641883,1,0,1,1,1
dplugin_theseus_iq_utility1,25641889,5,0,1,1,0
dplugin_theseus_iq_utility3,25641891,2,0,0,1,0
dplugin_theseus_iq_utility1,25641896,4,0,1,1,1
dplugin_theseus_iq_utility0,25641897,9,1,1,1,0
dplugin_theseus_iq_utility3,25641899,235,0,0,1,0
dplugin_theseus_iq_utility0,25641902,1,1,1,1,1
dplugin_theseus_iq_utility0,25641907,1,1,1,1,0
dplugin_theseus_iq_utility3,25641910,2,0,0,1,0
dplugin_theseus_iq_utility2,25641917,1,1,0,1,1
dplugin_theseus_iq_utility0,25641925,2,1,1,1,1
dplugin_theseus_iq_utility3,25641933,1,0,0,1,0
dplugin_theseus_iq_utility0,25641941,6,1,1,1,1
dplugin_theseus_iq_utility2,25641948,10,1,0,1,0
dplugin_theseus_iq_utility2,25641951,3,1,0,1,0
dplugin_theseus_iq_utility2,25641952,8,1,0,1,0
dplugin_theseus_iq_utility0,25641956,2,1,1,1,1
dplugin_theseus_iq_utility1,25641963,9,0,1,1,1
dplugin_theseus_iq_utility0,25641965,2,1,1,1,1
dplugin_theseus_iq_utility3,25641968,1,0,0,1,0
dplugin_theseus_iq_utility3,25641969,2,0,0,1,0
dplugin_theseus_iq_utility3,25641970,1,0,0,1,0
dplugin_theseus_iq_utility2,25641974,2,1,0,1,0
dplugin_theseus_iq_utility3,25641977,4,0,0,1,1
dplugin_theseus_iq_utility0,25641982,5,1,1,1,0
dplugin_theseus_iq_utility1,25641985,3,0,1,0,0
dplugin_theseus_iq_utility1,25641988,8,0,1,1,0
dplugin_theseus_iq_utility1,25642001,4,0,1,1,0
dplugin_theseus_iq_utility0,25642011,3,1,1,1,0
dplugin_theseus_iq_utility2,25642019,1,1,0,1,0
dplugin_theseus_iq_utility0,25642025,8,1,1,1,0
dplugin_theseus_iq_utility1,25642027,1,0,1,1,0
dplugin_theseus_iq_utility2,25642033,5,1,0,1,1
dplugin_theseus_iq_utility0,25642034,1,1,1,1,0
dplugin_theseus_iq_utility1,25642036,36,0,1,1,0
dplugin_theseus_iq_utility1,25642038,1,0,1,1,0
dplugin_theseus_iq_utility0,25642043,5,1,1,1,0
dplugin_theseus_iq_utility0,25642054,3,1,1,1,0
dplugin_theseus_iq_utility0,25642056,17,1,1,1,1
dplugin_theseus_iq_utility0,25642059,2,1,1,1,0
dplugin_theseus_iq_utility2,25642074,1,1,0,1,0
dplugin_theseus_iq_utility3,25642083,1,0,0,1,0
dplugin_theseus_iq_utility2,25642092,3,1,0,1,0
dplugin_theseus_iq_utility2,25642094,3,1,0,1,0
dplugin_theseus_iq_utility0,25642097,1,1,1,1,0
dplugin_theseus_iq_utility2,25642100,56,1,0,1,0
dplugin_theseus_iq_utility1,25642102,5,0,1,1,0
dplugin_theseus_iq_utility0,25642114,1,1,1,1,0
dplugin_theseus_iq_utility2,25642115,2,1,0,1,0
dplugin_theseus_iq_utility1,25642122,50,0,1,1,0
dplugin_theseus_iq_utility1,25642131,8,0,1,1,0
dplugin_theseus_iq_utility3,25642132,8,0,0,1,1
dplugin_theseus_iq_utility1,25642137,1,0,1,0,0
dplugin_theseus_iq_utility3,25642140,8,0,0,1,0
dplugin_theseus_iq_utility2,25642163,2,1,0,1,0
dplugin_theseus_iq_utility1,25642166,6,0,1,1,0
dplugin_theseus_iq_utility0,25642169,1,1,1,1,0
dplugin_theseus_iq_utility3,25642174,2,0,0,1,0
dplugin_theseus_iq_utility2,25642176,2,1,0,0,0
dplugin_theseus_iq_utility3,25642177,1,0,0,1,0
dplugin_theseus_iq_utility1,25642194,3,0,1,1,0
dplugin_theseus_iq_utility2,25642195,1,1,0,1,1
dplugin_theseus_iq_utility0,25642198,1,1,1,1,0
dplugin_theseus_iq_utility3,25642200,1,0,0,1,0
dplugin_theseus_iq_utility2,25642204,1,1,0,0,0
dplugin_theseus_iq_utility0,25642206,5,1,1,1,0
dplugin_theseus_iq_utility3,25642223,6,0,0,1,0
dplugin_theseus_iq_utility1,25642233,4,0,1,1,0
dplugin_theseus_iq_utility2,25642235,8,1,0,1,0
dplugin_theseus_iq_utility3,25642239,108,0,0,1,0
dplugin_theseus_iq_utility2,25642241,4,1,0,1,0
dplugin_theseus_iq_utility3,25642273,6,0,0,1,0
dplugin_theseus_iq_utility2,25642275,1,1,0,1,0
dplugin_theseus_iq_utility0,25642287,15,1,1,1,0
dplugin_theseus_iq_utility2,25642294,6,1,0,1,0
dplugin_theseus_iq_utility2,25642301,3,1,0,0,1
dplugin_theseus_iq_utility3,25642309,6,0,0,1,0
dplugin_theseus_iq_utility0,25642317,3,1,1,1,0
dplugin_theseus_iq_utility3,25642324,2,0,0,1,0
dplugin_theseus_iq_utility0,25642330,1,1,1,1,0
dplugin_theseus_iq_utility1,25642334,2,0,1,1,0
dplugin_theseus_iq_utility3,25642338,5,0,0,1,1
dplugin_theseus_iq_utility1,25642343,39,0,1,1,1
dplugin_theseus_iq_utility0,25642345,1,1,1,0,0
dplugin_theseus_iq_utility2,25642355,1,1,0,1,0
dplugin_theseus_iq_utility2,25642356,1,1,0,0,0
dplugin_theseus_iq_utility1,25642357,9,0,1,1,1
dplugin_theseus_iq_utility2,25642371,5,1,0,1,0
dplugin_theseus_iq_utility0,25642375,4,1,1,1,0
